transaction_id,fraud_score,is_fraud,fraud_reason,model_version,flagged_timestamp
TXN0007658,0.042,0,,fraud-model-v2.3,2025-04-07 11:27:25
TXN0009923,0.113,0,,fraud-model-v2.3,2025-01-19 21:41:22
TXN0011504,0.1,0,,fraud-model-v2.3,2025-01-14 03:24:40
TXN0001795,0.092,0,,fraud-model-v2.3,2025-03-04 01:53:54
TXN0009398,0.238,0,,fraud-model-v2.3,2025-05-10 03:06:43
TXN0006815,0.111,0,,fraud-model-v2.3,2025-01-10 03:44:00
TXN0000171,0.066,0,,fraud-model-v2.3,2025-05-07 05:20:36
TXN0001393,0.21,0,,fraud-model-v2.3,2025-01-19 21:19:35
TXN0010562,0.143,0,,fraud-model-v2.3,2025-04-08 16:13:37
TXN0009785,0.055,0,,fraud-model-v2.3,2025-06-11 19:08:56
TXN0003954,0.181,0,,fraud-model-v2.3,2025-04-11 17:05:16
TXN0003910,0.025,0,,fraud-model-v2.3,2025-06-19 08:22:52
TXN0003898,0.077,0,,fraud-model-v2.3,2025-05-25 12:35:40
TXN0010105,0.039,0,,fraud-model-v2.3,2025-06-16 10:03:47
TXN0005979,0.217,0,,fraud-model-v2.3,2025-05-03 15:40:05
TXN0011644,0.046,0,,fraud-model-v2.3,2025-06-21 05:48:38
TXN0011863,0.033,0,,fraud-model-v2.3,2025-04-20 23:37:42
TXN0002439,0.136,0,,fraud-model-v2.3,2025-01-13 18:40:14
TXN0002475,0.044,0,,fraud-model-v2.3,2025-04-04 08:30:47
TXN0004571,0.112,0,,fraud-model-v2.3,2025-03-05 16:23:12
TXN0007762,0.095,0,,fraud-model-v2.3,2025-06-03 14:51:26
TXN0011346,0.101,0,,fraud-model-v2.3,2025-01-15 16:11:18
TXN0000442,0.028,0,,fraud-model-v2.3,2025-02-06 11:51:54
TXN0000344,0.009,0,,fraud-model-v2.3,2025-05-18 07:43:41
TXN0010753,0.161,0,,fraud-model-v2.3,2025-05-23 17:17:08
TXN0011026,0.06,0,,fraud-model-v2.3,2025-04-25 02:34:40
TXN0000563,0.049,0,,fraud-model-v2.3,2025-05-10 21:55:00
TXN0011194,0.106,0,,fraud-model-v2.3,2025-03-19 12:08:37
TXN0003044,0.179,0,,fraud-model-v2.3,2025-06-22 06:37:52
TXN0009050,0.065,0,,fraud-model-v2.3,2025-04-09 19:36:17
TXN0004794,0.053,0,,fraud-model-v2.3,2025-04-07 15:18:08
TXN0009700,0.11,0,,fraud-model-v2.3,2025-05-02 09:11:49
TXN0006070,0.019,0,,fraud-model-v2.3,2025-05-06 02:00:25
TXN0004465,0.033,0,,fraud-model-v2.3,2025-03-04 09:14:21
TXN0007103,0.029,0,,fraud-model-v2.3,2025-01-07 11:03:15
TXN0011047,0.188,0,,fraud-model-v2.3,2025-04-27 01:11:44
TXN0011489,0.082,0,,fraud-model-v2.3,2025-05-11 19:19:01
TXN0011701,0.175,0,,fraud-model-v2.3,2025-03-25 22:48:35
TXN0004651,0.048,0,,fraud-model-v2.3,2025-06-25 16:24:15
TXN0010343,0.152,0,,fraud-model-v2.3,2025-06-20 16:55:59
TXN0008167,0.155,0,,fraud-model-v2.3,2025-02-05 03:58:55
TXN0002698,0.278,0,,fraud-model-v2.3,2025-02-22 18:58:36
TXN0008626,0.19,0,,fraud-model-v2.3,2025-04-07 09:29:11
TXN0002120,0.069,0,,fraud-model-v2.3,2025-02-28 07:58:22
TXN0008202,0.042,0,,fraud-model-v2.3,2025-04-22 01:13:34
TXN0007797,0.008,0,,fraud-model-v2.3,2025-05-29 08:32:55
TXN0006410,0.13,0,,fraud-model-v2.3,2025-02-04 02:08:57
TXN0010051,0.15,0,,fraud-model-v2.3,2025-01-06 14:49:26
TXN0004123,0.204,0,,fraud-model-v2.3,2025-06-21 13:44:27
TXN0007174,0.078,0,,fraud-model-v2.3,2025-05-26 13:34:01
TXN0004601,0.048,0,,fraud-model-v2.3,2025-04-13 01:24:32
TXN0009664,0.17,0,,fraud-model-v2.3,2025-01-19 14:41:39
TXN0007840,0.282,0,,fraud-model-v2.3,2025-06-18 01:31:17
TXN0005833,0.107,0,,fraud-model-v2.3,2025-01-09 21:31:49
TXN0009566,0.076,0,,fraud-model-v2.3,2025-04-25 20:35:23
TXN0006796,0.115,0,,fraud-model-v2.3,2025-04-23 04:59:15
TXN0000378,0.122,0,,fraud-model-v2.3,2025-05-07 22:11:55
TXN0003794,0.176,0,,fraud-model-v2.3,2025-05-19 18:06:56
TXN0003057,0.053,0,,fraud-model-v2.3,2025-06-26 20:56:04
TXN0006715,0.019,0,,fraud-model-v2.3,2025-04-22 07:28:24
TXN0001252,0.074,0,,fraud-model-v2.3,2025-03-30 17:19:22
TXN0000124,0.029,0,,fraud-model-v2.3,2025-06-16 14:40:10
TXN0001684,0.039,0,,fraud-model-v2.3,2025-03-16 08:45:23
TXN0007911,0.057,0,,fraud-model-v2.3,2025-02-20 03:56:08
TXN0008247,0.058,0,,fraud-model-v2.3,2025-04-12 15:10:55
TXN0003425,0.078,0,,fraud-model-v2.3,2025-04-27 18:55:52
TXN0010737,0.062,0,,fraud-model-v2.3,2025-05-16 02:32:23
TXN0005077,0.072,0,,fraud-model-v2.3,2025-06-01 18:33:44
TXN0005080,0.135,0,,fraud-model-v2.3,2025-04-05 20:59:46
TXN0001506,0.191,0,,fraud-model-v2.3,2025-01-03 07:21:22
TXN0004406,0.203,0,,fraud-model-v2.3,2025-01-22 15:33:08
TXN0001316,0.121,0,,fraud-model-v2.3,2025-04-13 00:32:16
TXN0011474,0.059,0,,fraud-model-v2.3,2025-01-23 14:07:30
TXN0008504,0.104,0,,fraud-model-v2.3,2025-06-12 07:37:15
TXN0001849,0.014,0,,fraud-model-v2.3,2025-02-05 02:49:53
TXN0003442,0.085,0,,fraud-model-v2.3,2025-01-21 09:58:27
TXN0007698,0.144,0,,fraud-model-v2.3,2025-03-05 10:37:22
TXN0005411,0.039,0,,fraud-model-v2.3,2025-05-26 23:20:42
TXN0000023,0.065,0,,fraud-model-v2.3,2025-06-08 13:09:52
TXN0001799,0.279,0,,fraud-model-v2.3,2025-04-13 20:13:37
TXN0002350,0.094,0,,fraud-model-v2.3,2025-04-18 14:13:12
TXN0000224,0.115,0,,fraud-model-v2.3,2025-06-23 15:40:27
TXN0004896,0.198,0,,fraud-model-v2.3,2025-04-21 23:24:52
TXN0008171,0.12,0,,fraud-model-v2.3,2025-05-25 01:36:37
TXN0002507,0.13,0,,fraud-model-v2.3,2025-02-10 15:11:31
TXN0001565,0.105,0,,fraud-model-v2.3,2025-05-16 03:04:08
TXN0007751,0.015,0,,fraud-model-v2.3,2025-06-21 06:31:16
TXN0011318,0.093,0,,fraud-model-v2.3,2025-02-22 10:43:48
TXN0004194,0.081,0,,fraud-model-v2.3,2025-02-04 20:37:53
TXN0001002,0.142,0,,fraud-model-v2.3,2025-05-03 12:58:38
TXN0009431,0.053,0,,fraud-model-v2.3,2025-04-26 06:56:22
TXN0006633,0.105,0,,fraud-model-v2.3,2025-05-09 10:45:13
TXN0003290,0.102,0,,fraud-model-v2.3,2025-05-16 06:50:26
TXN0011558,0.025,0,,fraud-model-v2.3,2025-06-25 03:29:29
TXN0008152,0.095,0,,fraud-model-v2.3,2025-05-08 04:55:48
TXN0007036,0.021,0,,fraud-model-v2.3,2025-03-26 13:17:05
TXN0008336,0.11,0,,fraud-model-v2.3,2025-04-17 08:24:19
TXN0008426,0.126,0,,fraud-model-v2.3,2025-01-18 08:52:19
TXN0006164,0.023,0,,fraud-model-v2.3,2025-05-04 19:02:21
TXN0010555,0.069,0,,fraud-model-v2.3,2025-05-31 16:59:29
TXN0005607,0.067,0,,fraud-model-v2.3,2025-05-07 21:33:21
TXN0002141,0.044,0,,fraud-model-v2.3,2025-06-19 06:05:09
TXN0006041,0.227,0,,fraud-model-v2.3,2025-02-11 20:46:21
TXN0009886,0.061,0,,fraud-model-v2.3,2025-03-05 10:44:50
TXN0005248,0.068,0,,fraud-model-v2.3,2025-05-20 01:46:40
TXN0007129,0.115,0,,fraud-model-v2.3,2025-05-09 10:48:11
TXN0010282,0.153,0,,fraud-model-v2.3,2025-02-26 08:01:58
TXN0011073,0.087,0,,fraud-model-v2.3,2025-01-10 13:05:23
TXN0004361,0.088,0,,fraud-model-v2.3,2025-06-24 04:58:10
TXN0010981,0.06,0,,fraud-model-v2.3,2025-06-20 00:57:24
TXN0005018,0.074,0,,fraud-model-v2.3,2025-02-06 18:27:16
TXN0000959,0.035,0,,fraud-model-v2.3,2025-01-10 06:23:37
TXN0011195,0.12,0,,fraud-model-v2.3,2025-01-21 06:12:15
TXN0010742,0.048,0,,fraud-model-v2.3,2025-05-17 10:29:25
TXN0011923,0.089,0,,fraud-model-v2.3,2025-01-21 03:03:08
TXN0004798,0.099,0,,fraud-model-v2.3,2025-05-10 20:26:49
TXN0005888,0.15,0,,fraud-model-v2.3,2025-04-29 15:16:36
TXN0002292,0.098,0,,fraud-model-v2.3,2025-06-03 15:18:14
TXN0011169,0.086,0,,fraud-model-v2.3,2025-01-14 23:19:02
TXN0005105,0.075,0,,fraud-model-v2.3,2025-01-06 14:23:25
TXN0011115,0.106,0,,fraud-model-v2.3,2025-05-27 08:21:38
TXN0007406,0.106,0,,fraud-model-v2.3,2025-03-01 04:55:29
TXN0011356,0.087,0,,fraud-model-v2.3,2025-02-05 02:57:15
TXN0004437,0.061,0,,fraud-model-v2.3,2025-02-27 05:55:33
TXN0001779,0.037,0,,fraud-model-v2.3,2025-01-09 04:52:26
TXN0008692,0.065,0,,fraud-model-v2.3,2025-05-24 03:15:02
TXN0011477,0.013,0,,fraud-model-v2.3,2025-05-21 20:25:55
TXN0001241,0.108,0,,fraud-model-v2.3,2025-02-01 19:21:12
TXN0007481,0.035,0,,fraud-model-v2.3,2025-04-21 13:12:26
TXN0005546,0.041,0,,fraud-model-v2.3,2025-06-16 18:31:58
TXN0011947,0.094,0,,fraud-model-v2.3,2025-04-30 02:52:53
TXN0009128,0.048,0,,fraud-model-v2.3,2025-02-15 22:11:50
TXN0007663,0.309,0,,fraud-model-v2.3,2025-06-04 08:01:31
TXN0009809,0.181,0,,fraud-model-v2.3,2025-03-03 23:50:36
TXN0009729,0.104,0,,fraud-model-v2.3,2025-05-05 11:06:04
TXN0001275,0.084,0,,fraud-model-v2.3,2025-04-12 17:11:45
TXN0008329,0.031,0,,fraud-model-v2.3,2025-03-12 05:16:28
TXN0005547,0.034,0,,fraud-model-v2.3,2025-05-22 05:14:25
TXN0008444,0.106,0,,fraud-model-v2.3,2025-03-15 05:12:53
TXN0004509,0.075,0,,fraud-model-v2.3,2025-02-08 13:46:46
TXN0006409,0.083,0,,fraud-model-v2.3,2025-01-24 11:35:17
TXN0004868,0.033,0,,fraud-model-v2.3,2025-03-27 20:01:55
TXN0009632,0.212,0,,fraud-model-v2.3,2025-02-17 08:31:28
TXN0008650,0.106,0,,fraud-model-v2.3,2025-06-19 19:46:59
TXN0003130,0.28,0,,fraud-model-v2.3,2025-05-14 08:37:10
TXN0010853,0.156,0,,fraud-model-v2.3,2025-05-22 08:40:14
TXN0002694,0.026,0,,fraud-model-v2.3,2025-03-02 11:32:07
TXN0001698,0.225,0,,fraud-model-v2.3,2025-06-11 02:02:52
TXN0009012,0.05,0,,fraud-model-v2.3,2025-05-19 00:43:46
TXN0010681,0.038,0,,fraud-model-v2.3,2025-02-11 00:34:12
TXN0007749,0.071,0,,fraud-model-v2.3,2025-02-17 09:27:57
TXN0006848,0.023,0,,fraud-model-v2.3,2025-06-13 14:40:10
TXN0008348,0.084,0,,fraud-model-v2.3,2025-02-18 08:52:08
TXN0011432,0.008,0,,fraud-model-v2.3,2025-06-21 22:14:38
TXN0008870,0.022,0,,fraud-model-v2.3,2025-06-09 03:17:59
TXN0007417,0.141,0,,fraud-model-v2.3,2025-04-21 10:17:52
TXN0004634,0.033,0,,fraud-model-v2.3,2025-02-15 02:06:56
TXN0011709,0.046,0,,fraud-model-v2.3,2025-01-25 06:17:29
TXN0000470,0.092,0,,fraud-model-v2.3,2025-02-13 10:52:16
TXN0005450,0.067,0,,fraud-model-v2.3,2025-03-26 22:20:13
TXN0006017,0.029,0,,fraud-model-v2.3,2025-03-17 14:31:19
TXN0005822,0.107,0,,fraud-model-v2.3,2025-04-13 14:15:00
TXN0008249,0.042,0,,fraud-model-v2.3,2025-05-06 09:28:27
TXN0006935,0.069,0,,fraud-model-v2.3,2025-06-02 09:57:28
TXN0011544,0.09,0,,fraud-model-v2.3,2025-06-02 02:30:41
TXN0003850,0.116,0,,fraud-model-v2.3,2025-06-11 22:06:35
TXN0009504,0.035,0,,fraud-model-v2.3,2025-01-15 19:53:06
TXN0011319,0.076,0,,fraud-model-v2.3,2025-02-11 11:38:52
TXN0010511,0.096,0,,fraud-model-v2.3,2025-01-08 11:22:12
TXN0007726,0.11,0,,fraud-model-v2.3,2025-04-22 17:27:40
TXN0009837,0.108,0,,fraud-model-v2.3,2025-01-24 02:28:39
TXN0002725,0.203,0,,fraud-model-v2.3,2025-02-17 01:31:29
TXN0007859,0.117,0,,fraud-model-v2.3,2025-01-07 01:37:23
TXN0004638,0.056,0,,fraud-model-v2.3,2025-06-19 22:55:44
TXN0006048,0.111,0,,fraud-model-v2.3,2025-03-21 01:57:41
TXN0003146,0.246,0,,fraud-model-v2.3,2025-03-28 17:47:03
TXN0010546,0.138,0,,fraud-model-v2.3,2025-01-23 02:53:29
TXN0008950,0.2,0,,fraud-model-v2.3,2025-03-21 04:17:59
TXN0008371,0.135,0,,fraud-model-v2.3,2025-01-21 09:32:56
TXN0008752,0.011,0,,fraud-model-v2.3,2025-06-03 09:55:39
TXN0005918,0.042,0,,fraud-model-v2.3,2025-01-06 07:22:05
TXN0003638,0.064,0,,fraud-model-v2.3,2025-02-24 01:13:32
TXN0008877,0.052,0,,fraud-model-v2.3,2025-06-02 00:11:25
TXN0002003,0.047,0,,fraud-model-v2.3,2025-05-20 07:18:58
TXN0002657,0.106,0,,fraud-model-v2.3,2025-01-20 18:30:06
TXN0008639,0.057,0,,fraud-model-v2.3,2025-03-19 19:49:04
TXN0010305,0.17,0,,fraud-model-v2.3,2025-01-09 17:06:10
TXN0001361,0.208,0,,fraud-model-v2.3,2025-06-29 08:32:07
TXN0011206,0.108,0,,fraud-model-v2.3,2025-05-02 04:17:54
TXN0002330,0.164,0,,fraud-model-v2.3,2025-03-03 15:07:36
TXN0001214,0.021,0,,fraud-model-v2.3,2025-03-23 00:59:00
TXN0004624,0.034,0,,fraud-model-v2.3,2025-02-18 06:27:45
TXN0005541,0.139,0,,fraud-model-v2.3,2025-01-09 03:16:10
TXN0001486,0.099,0,,fraud-model-v2.3,2025-01-03 18:11:56
TXN0005019,0.136,0,,fraud-model-v2.3,2025-05-28 21:41:32
TXN0005986,0.064,0,,fraud-model-v2.3,2025-03-15 06:13:04
TXN0007159,0.019,0,,fraud-model-v2.3,2025-01-23 05:47:35
TXN0003017,0.152,0,,fraud-model-v2.3,2025-02-06 15:19:51
TXN0008145,0.04,0,,fraud-model-v2.3,2025-02-11 23:30:34
TXN0004871,0.064,0,,fraud-model-v2.3,2025-01-09 11:58:12
TXN0002525,0.016,0,,fraud-model-v2.3,2025-02-14 16:47:17
TXN0010338,0.106,0,,fraud-model-v2.3,2025-05-08 19:27:29
TXN0007612,0.077,0,,fraud-model-v2.3,2025-02-04 22:19:57
TXN0006751,0.084,0,,fraud-model-v2.3,2025-02-28 00:08:15
TXN0000958,0.112,0,,fraud-model-v2.3,2025-02-18 17:38:30
TXN0002915,0.009,0,,fraud-model-v2.3,2025-02-09 13:41:10
TXN0000885,0.068,0,,fraud-model-v2.3,2025-04-30 10:59:40
TXN0010283,0.076,0,,fraud-model-v2.3,2025-06-07 10:48:31
TXN0002550,0.117,0,,fraud-model-v2.3,2025-02-14 01:33:54
TXN0008040,0.18,0,,fraud-model-v2.3,2025-03-09 07:51:27
TXN0008372,0.108,0,,fraud-model-v2.3,2025-04-17 22:45:13
TXN0001981,0.045,0,,fraud-model-v2.3,2025-04-06 05:14:53
TXN0000554,0.125,0,,fraud-model-v2.3,2025-05-20 13:41:38
TXN0008628,0.059,0,,fraud-model-v2.3,2025-03-02 00:00:25
TXN0002491,0.108,0,,fraud-model-v2.3,2025-03-15 13:56:19
TXN0006470,0.042,0,,fraud-model-v2.3,2025-02-08 14:41:54
TXN0004522,0.051,0,,fraud-model-v2.3,2025-03-19 17:37:49
TXN0011464,0.061,0,,fraud-model-v2.3,2025-03-17 07:10:35
TXN0011001,0.041,0,,fraud-model-v2.3,2025-05-30 23:52:25
TXN0010087,0.034,0,,fraud-model-v2.3,2025-01-02 03:07:42
TXN0011222,0.127,0,,fraud-model-v2.3,2025-02-21 20:17:50
TXN0003778,0.062,0,,fraud-model-v2.3,2025-03-28 04:18:59
TXN0000760,0.112,0,,fraud-model-v2.3,2025-03-03 17:03:25
TXN0002964,0.057,0,,fraud-model-v2.3,2025-04-28 22:34:07
TXN0011955,0.153,0,,fraud-model-v2.3,2025-03-10 01:56:06
TXN0004410,0.155,0,,fraud-model-v2.3,2025-01-13 17:35:19
TXN0001789,0.233,0,,fraud-model-v2.3,2025-04-23 20:02:14
TXN0004118,0.066,0,,fraud-model-v2.3,2025-05-26 03:11:02
TXN0004660,0.05,0,,fraud-model-v2.3,2025-04-28 19:08:01
TXN0000789,0.062,0,,fraud-model-v2.3,2025-03-11 16:06:41
TXN0008381,0.123,0,,fraud-model-v2.3,2025-06-21 16:14:42
TXN0002870,0.012,0,,fraud-model-v2.3,2025-03-13 07:52:58
TXN0007641,0.041,0,,fraud-model-v2.3,2025-02-04 04:58:33
TXN0004556,0.122,0,,fraud-model-v2.3,2025-03-02 11:23:45
TXN0000339,0.323,0,,fraud-model-v2.3,2025-04-24 19:04:04
TXN0009090,0.056,0,,fraud-model-v2.3,2025-05-12 22:44:15
TXN0001648,0.076,0,,fraud-model-v2.3,2025-04-23 06:18:42
TXN0011976,0.075,0,,fraud-model-v2.3,2025-04-05 10:16:52
TXN0000632,0.102,0,,fraud-model-v2.3,2025-02-11 20:47:04
TXN0010003,0.054,0,,fraud-model-v2.3,2025-03-14 13:26:33
TXN0002889,0.105,0,,fraud-model-v2.3,2025-01-02 00:53:40
TXN0005133,0.097,0,,fraud-model-v2.3,2025-06-09 18:48:27
TXN0008897,0.054,0,,fraud-model-v2.3,2025-03-30 05:02:45
TXN0002404,0.078,0,,fraud-model-v2.3,2025-02-20 10:00:01
TXN0010874,0.067,0,,fraud-model-v2.3,2025-05-27 17:13:05
TXN0000186,0.042,0,,fraud-model-v2.3,2025-06-02 04:48:54
TXN0000138,0.027,0,,fraud-model-v2.3,2025-01-01 11:33:13
TXN0006276,0.103,0,,fraud-model-v2.3,2025-05-09 20:27:56
TXN0005150,0.099,0,,fraud-model-v2.3,2025-06-24 11:41:50
TXN0011182,0.086,0,,fraud-model-v2.3,2025-01-29 01:48:29
TXN0010202,0.229,0,,fraud-model-v2.3,2025-01-01 20:07:06
TXN0011386,0.203,0,,fraud-model-v2.3,2025-05-08 00:53:26
TXN0005828,0.041,0,,fraud-model-v2.3,2025-04-24 19:56:03
TXN0009718,0.025,0,,fraud-model-v2.3,2025-05-31 23:13:36
TXN0010287,0.034,0,,fraud-model-v2.3,2025-06-03 09:19:19
TXN0007322,0.219,0,,fraud-model-v2.3,2025-06-04 20:44:30
TXN0006585,0.106,0,,fraud-model-v2.3,2025-03-06 03:30:57
TXN0005563,0.074,0,,fraud-model-v2.3,2025-04-25 21:31:09
TXN0008010,0.167,0,,fraud-model-v2.3,2025-01-24 15:55:32
TXN0006170,0.022,0,,fraud-model-v2.3,2025-05-29 03:41:50
TXN0010552,0.047,0,,fraud-model-v2.3,2025-03-14 11:04:00
TXN0004718,0.116,0,,fraud-model-v2.3,2025-03-22 11:52:47
TXN0002118,0.029,0,,fraud-model-v2.3,2025-01-17 07:24:20
TXN0000825,0.048,0,,fraud-model-v2.3,2025-02-03 02:56:25
TXN0006452,0.148,0,,fraud-model-v2.3,2025-04-11 17:02:22
TXN0011120,0.063,0,,fraud-model-v2.3,2025-05-22 17:25:27
TXN0001965,0.062,0,,fraud-model-v2.3,2025-04-27 19:42:45
TXN0008728,0.072,0,,fraud-model-v2.3,2025-06-11 08:33:57
TXN0002288,0.182,0,,fraud-model-v2.3,2025-04-22 00:41:08
TXN0000163,0.022,0,,fraud-model-v2.3,2025-06-17 01:32:20
TXN0008354,0.147,0,,fraud-model-v2.3,2025-04-24 22:11:29
TXN0007252,0.055,0,,fraud-model-v2.3,2025-05-08 02:26:59
TXN0006013,0.048,0,,fraud-model-v2.3,2025-02-13 19:58:08
TXN0007272,0.027,0,,fraud-model-v2.3,2025-01-16 01:24:37
TXN0011780,0.023,0,,fraud-model-v2.3,2025-03-01 10:24:41
TXN0011123,0.113,0,,fraud-model-v2.3,2025-02-20 09:55:52
TXN0002614,0.032,0,,fraud-model-v2.3,2025-02-10 06:29:07
TXN0005739,0.036,0,,fraud-model-v2.3,2025-02-14 23:01:56
TXN0002576,0.115,0,,fraud-model-v2.3,2025-04-18 08:46:28
TXN0003119,0.03,0,,fraud-model-v2.3,2025-06-08 08:22:30
TXN0008262,0.18,0,,fraud-model-v2.3,2025-01-12 08:58:14
TXN0005788,0.148,0,,fraud-model-v2.3,2025-03-21 20:03:40
TXN0004441,0.016,0,,fraud-model-v2.3,2025-04-30 22:01:52
TXN0009321,0.031,0,,fraud-model-v2.3,2025-03-19 19:56:56
TXN0004521,0.045,0,,fraud-model-v2.3,2025-01-04 03:19:26
TXN0004788,0.066,0,,fraud-model-v2.3,2025-01-06 21:28:46
TXN0002519,0.267,0,,fraud-model-v2.3,2025-06-17 14:41:27
TXN0002873,0.064,0,,fraud-model-v2.3,2025-02-13 16:16:51
TXN0002866,0.194,0,,fraud-model-v2.3,2025-05-07 18:15:57
TXN0003310,0.23,0,,fraud-model-v2.3,2025-01-04 03:30:44
TXN0010982,0.008,0,,fraud-model-v2.3,2025-01-07 06:13:57
TXN0003795,0.051,0,,fraud-model-v2.3,2025-01-04 03:06:59
TXN0001457,0.126,0,,fraud-model-v2.3,2025-02-06 01:53:17
TXN0004616,0.062,0,,fraud-model-v2.3,2025-01-01 01:41:27
TXN0002938,0.048,0,,fraud-model-v2.3,2025-04-03 14:24:02
TXN0000305,0.147,0,,fraud-model-v2.3,2025-02-18 09:09:59
TXN0011526,0.089,0,,fraud-model-v2.3,2025-06-08 03:21:44
TXN0009662,0.033,0,,fraud-model-v2.3,2025-05-12 03:04:09
TXN0006927,0.046,0,,fraud-model-v2.3,2025-05-30 23:47:09
TXN0005144,0.039,0,,fraud-model-v2.3,2025-01-05 13:35:31
TXN0009040,0.145,0,,fraud-model-v2.3,2025-06-02 17:04:31
TXN0007690,0.078,0,,fraud-model-v2.3,2025-01-19 07:47:19
TXN0001262,0.072,0,,fraud-model-v2.3,2025-04-11 09:19:35
TXN0002897,0.118,0,,fraud-model-v2.3,2025-02-18 05:24:47
TXN0003213,0.13,0,,fraud-model-v2.3,2025-04-21 16:58:28
TXN0004260,0.262,0,,fraud-model-v2.3,2025-06-09 17:48:28
TXN0002588,0.132,0,,fraud-model-v2.3,2025-03-25 22:12:08
TXN0005816,0.168,0,,fraud-model-v2.3,2025-06-21 19:34:49
TXN0006814,0.179,0,,fraud-model-v2.3,2025-06-04 17:56:40
TXN0008838,0.051,0,,fraud-model-v2.3,2025-06-14 16:44:00
TXN0005944,0.072,0,,fraud-model-v2.3,2025-04-10 08:39:45
TXN0004516,0.027,0,,fraud-model-v2.3,2025-05-26 13:48:33
TXN0005524,0.13,0,,fraud-model-v2.3,2025-02-22 08:31:49
TXN0008086,0.208,0,,fraud-model-v2.3,2025-05-28 13:54:19
TXN0001833,0.074,0,,fraud-model-v2.3,2025-06-24 23:48:16
TXN0000045,0.059,0,,fraud-model-v2.3,2025-05-27 03:46:47
TXN0010802,0.003,0,,fraud-model-v2.3,2025-02-27 02:26:30
TXN0009266,0.132,0,,fraud-model-v2.3,2025-06-24 08:06:23
TXN0008531,0.074,0,,fraud-model-v2.3,2025-01-21 01:25:44
TXN0005323,0.107,0,,fraud-model-v2.3,2025-01-03 04:10:32
TXN0011659,0.038,0,,fraud-model-v2.3,2025-06-17 19:14:38
TXN0010307,0.101,0,,fraud-model-v2.3,2025-01-13 12:29:09
