transaction_id,customer_id,merchant_id,upi_vpa,amount,timestamp,status,bank_rrn,upi_app
TXN0000027,CUST01573,MER0141,cust01573@okhdfcbank,568.92,2025-01-06 05:26:17,Success,442372148916,Paytm
TXN0000028,CUST01952,MER0119,cust01952@okhdfcbank,324.46,2025-05-18 13:13:47,SUCCESS,368766410838,BHIM
TXN0000030,CUST01419,MER0018,cust01419@okhdfcbank,483.4,2025-06-09 00:39:22,SUCCESS,538895033952,Amazon Pay
TXN0000032,CUST01023,MER0036,cust01023@okhdfcbank,187.34,2025-05-03 23:33:35,SUCCESS,891633309893,Amazon Pay
TXN0000033,CUST00621,MER0062,cust00621@okhdfcbank,495.61,2025-02-19 01:34:55,success,162348770718,GPay
TXN0000037,CUST00821,MER0137,cust00821@okhdfcbank,521.26,2025-04-09 08:59:09,Success,186661527591,GPay
TXN0000038,CUST01892,MER0108,cust01892@okhdfcbank,121.07,2025-04-16 13:34:13,SUCCESS,611268779396,GPay
TXN0000040,CUST01834,MER0138,cust01834@okhdfcbank,315.72,2025-04-26 07:24:05,success,000358082407,BHIM
TXN0000041,CUST01307,MER0022,cust01307@okhdfcbank,302.34,2025-01-22 05:41:54,SUCCESS,814106209600,GPay
TXN0000042,CUST01575,MER0064,cust01575@okhdfcbank,204.71,2025-05-08 16:38:44,SUCCESS,771132710493,Paytm
TXN0000043,CUST01362,MER0091,cust01362@okhdfcbank,243.78,2025-02-02 07:11:36,success,857327838868,GPay
TXN0000045,CUST01322,MER0103,cust01322@okhdfcbank,239.81,2025-05-27 03:45:21,success,975634463920,PhonePe
TXN0000047,CUST00022,MER0026,cust00022@okhdfcbank,336.81,2025-02-20 05:48:29,success,164557409983,Amazon Pay
TXN0000048,CUST00455,MER0131,cust00455@okhdfcbank,582.69,2025-05-26 00:35:14,PENDING,347632025822,PhonePe
TXN0000049,CUST01063,MER0143,cust01063@okhdfcbank,1185.84,2025-04-23 17:24:40,success,245339426738,BHIM
TXN0000050,CUST01409,MER0148,cust01409@okhdfcbank,1140.53,2025-02-12 22:04:57,success,932678547894,BHIM
TXN0000057,CUST00639,MER0088,cust00639@okhdfcbank,494.99,2025-03-30 10:00:13,Success,962926301535,GPay
TXN0000058,CUST01607,MER0053,cust01607@okhdfcbank,989.69,2025-04-12 04:34:16,SUCCESS,864647988634,BHIM
TXN0000059,CUST00990,MER0090,cust00990@okhdfcbank,238.49,2025-04-03 11:04:41,SUCCESS,768102567854,GPay
TXN0000060,CUST00200,MER0113,cust00200@okhdfcbank,474.75,2025-05-21 04:44:08,SUCCESS,131273865269,PhonePe
TXN0000061,CUST01427,MER0116,cust01427@okhdfcbank,250.29,2025-03-03 22:13:33,failed,627368335087,GPay
TXN0000062,CUST00138,MER0077,cust00138@okhdfcbank,607.5,2025-01-09 16:14:17,SUCCESS,321289461588,GPay
TXN0000064,CUST01740,MER0088,cust01740@okhdfcbank,235.21,2025-05-06 19:45:31,Success,070989287476,Amazon Pay
TXN0000065,CUST00224,MER0043,cust00224@okhdfcbank,249.64,2025-05-24 18:55:52,Failed,491394016466,Amazon Pay
TXN0000066,CUST00500,MER0133,cust00500@okhdfcbank,815.11,2025-02-03 21:00:39,SUCCESS,687625756113,Amazon Pay
TXN0000067,CUST01131,MER0041,cust01131@okhdfcbank,447.31,2025-03-06 06:31:24,success,742512253061,Paytm
TXN0000069,CUST00475,MER0104,cust00475@okhdfcbank,639.96,2025-05-03 06:53:44,SUCCESS,436308019949,PhonePe
TXN0000072,CUST01258,MER0051,cust01258@okhdfcbank,186.07,2025-03-29 07:10:17,success,497998628681,BHIM
TXN0000073,CUST01213,MER0110,cust01213@okhdfcbank,408.72,2025-03-17 12:06:21,Success,978766015329,GPay
TXN0000078,CUST00538,MER0126,cust00538@okhdfcbank,1060.51,2025-04-13 11:19:48,success,439605851405,Amazon Pay
TXN0000079,CUST01979,MER0081,cust01979@okhdfcbank,1079.41,2025-04-26 22:05:08,success,105143288384,GPay
TXN0000080,CUST00796,MER0101,cust00796@okhdfcbank,507.18,2025-04-24 23:38:24,SUCCESS,605025924007,Amazon Pay
TXN0000083,CUST01380,MER0077,cust01380@okhdfcbank,2275.99,2025-06-28 09:22:16,SUCCESS,047547036998,BHIM
TXN0000084,CUST01259,MER0022,cust01259@okhdfcbank,2070.77,2025-05-11 12:15:36,success,477711971323,PhonePe
TXN0000085,CUST00275,MER0081,cust00275@okhdfcbank,556.99,2025-01-23 21:16:30,success,953057750389,BHIM
TXN0000086,CUST00489,MER0079,cust00489@okhdfcbank,294.23,2025-01-23 17:01:17,success,428015644864,BHIM
TXN0000090,CUST00997,MER0138,cust00997@okhdfcbank,1904.47,2025-05-15 15:37:53,SUCCESS,771439519842,BHIM
TXN0000091,CUST01883,MER0045,cust01883@okhdfcbank,213.51,2025-04-18 18:04:48,Success,212064648740,PhonePe
TXN0000096,CUST01338,MER0127,cust01338@okhdfcbank,238.78,2025-03-21 10:42:15,SUCCESS,293544812888,BHIM
TXN0000097,CUST01403,MER0126,cust01403@okhdfcbank,658.16,2025-03-22 16:58:41,success,797693160725,BHIM
TXN0000098,CUST01455,MER0114,cust01455@okhdfcbank,118.71,2025-04-05 21:30:17,success,678726598271,Amazon Pay
TXN0000099,CUST00343,MER0022,cust00343@okhdfcbank,561.57,2025-04-20 18:56:41,SUCCESS,557409806797,BHIM
TXN0000100,CUST00064,MER0057,cust00064@okhdfcbank,846.45,2025-02-26 17:14:15,success,607685395806,PhonePe
TXN0000101,CUST00067,MER0071,cust00067@okhdfcbank,1319.78,2025-02-13 15:50:46,SUCCESS,758983951468,BHIM
TXN0000103,CUST00937,MER0145,cust00937@okhdfcbank,1837.66,2025-05-25 04:23:09,pending,338564943525,PhonePe
TXN0000104,CUST01583,MER0127,cust01583@okhdfcbank,2684.81,2025-04-17 17:54:34,SUCCESS,877315393415,PhonePe
TXN0000106,CUST00234,MER0069,cust00234@okhdfcbank,174.5,2025-05-31 12:17:18,Success,245320496124,PhonePe
TXN0000107,CUST01113,MER0094,cust01113@okhdfcbank,354.92,2025-04-16 06:06:18,success,105308525564,Paytm
TXN0000109,CUST00448,MER0109,cust00448@okhdfcbank,645.78,2025-01-20 21:17:42,success,543971577933,BHIM
TXN0000110,CUST01508,MER0064,cust01508@okhdfcbank,503.7,2025-02-27 19:25:27,Success,864991545271,Paytm
TXN0000111,CUST01792,MER0009,cust01792@okhdfcbank,652.73,2025-03-29 07:54:16,Success,377942033172,Paytm
TXN0000112,CUST00539,MER0090,cust00539@okhdfcbank,450.0,2025-06-17 10:08:29,Success,883926128698,BHIM
TXN0000118,CUST01262,MER0036,cust01262@okhdfcbank,2130.05,2025-06-02 09:39:46,success,866832269190,BHIM
TXN0000120,CUST00122,MER0146,cust00122@okhdfcbank,1854.39,2025-03-10 02:55:07,Success,929070706749,Paytm
TXN0000123,CUST01442,MER0075,cust01442@okhdfcbank,109.34,2025-02-26 04:23:26,Success,648793292813,GPay
TXN0000124,CUST01173,MER0069,cust01173@okhdfcbank,379.11,2025-06-16 14:38:53,Pending,391741932448,Amazon Pay
TXN0000125,CUST01054,MER0025,cust01054@okhdfcbank,352.47,2025-01-27 07:53:24,SUCCESS,039820931700,BHIM
TXN0000126,CUST01972,MER0106,cust01972@okhdfcbank,158.69,2025-06-28 09:46:21,FAILED,082612377408,PhonePe
TXN0000129,CUST01774,MER0034,cust01774@okhdfcbank,681.64,2025-02-18 11:34:49,success,408190698503,PhonePe
TXN0000130,CUST00300,MER0083,cust00300@okhdfcbank,153.33,2025-06-10 21:00:18,SUCCESS,560004983809,Amazon Pay
TXN0000131,CUST00507,MER0101,cust00507@okhdfcbank,233.72,2025-04-06 01:02:34,SUCCESS,225080173557,BHIM
TXN0000132,CUST00292,MER0148,cust00292@okhdfcbank,1573.76,2025-05-03 19:12:24,success,144545809543,Amazon Pay
TXN0000133,CUST00551,MER0107,cust00551@okhdfcbank,204.86,2025-03-14 20:25:47,Success,709227399362,Amazon Pay
TXN0000134,CUST00926,MER0020,cust00926@okhdfcbank,584.52,2025-05-04 00:55:09,success,752988821193,Amazon Pay
TXN0000136,CUST01056,MER0072,cust01056@okhdfcbank,817.59,2025-05-15 21:33:12,Success,386170712715,BHIM
TXN0000137,CUST01918,MER0095,cust01918@okhdfcbank,209.33,2025-03-30 07:02:07,Success,433463737196,BHIM
TXN0000139,CUST01780,MER0024,cust01780@okhdfcbank,583.31,2025-05-22 22:23:22,success,441141274805,GPay
TXN0000142,CUST00130,MER0137,cust00130@okhdfcbank,695.48,2025-03-19 05:29:25,Failed,663463215757,Amazon Pay
TXN0000143,CUST00447,MER0110,cust00447@okhdfcbank,4410.62,2025-06-10 04:04:07,Success,381938888359,BHIM
TXN0000144,CUST00434,MER0127,cust00434@okhdfcbank,6382.39,2025-02-22 03:28:20,success,205405039348,GPay
TXN0000145,CUST00662,MER0073,cust00662@okhdfcbank,260.03,2025-03-07 14:03:11,SUCCESS,946152625356,Paytm
TXN0000146,CUST01121,MER0148,cust01121@okhdfcbank,48.51,2025-01-26 08:36:47,SUCCESS,205792903709,Paytm
TXN0000148,CUST01398,MER0013,cust01398@okhdfcbank,593.63,2025-01-09 22:06:34,success,703667033979,BHIM
TXN0000149,CUST00204,MER0118,cust00204@okhdfcbank,1423.74,2025-01-04 03:52:35,Success,594838428116,Paytm
TXN0000150,CUST00255,MER0041,cust00255@okhdfcbank,655.16,2025-03-27 16:32:29,SUCCESS,764140853086,BHIM
TXN0000152,CUST00415,MER0034,cust00415@okhdfcbank,1523.71,2025-06-21 07:06:23,Success,598414565421,Amazon Pay
TXN0000153,CUST01332,MER0078,cust01332@okhdfcbank,1752.47,2025-01-31 20:53:19,SUCCESS,070814614034,Amazon Pay
TXN0000154,CUST01791,MER0071,cust01791@okhdfcbank,123.15,2025-01-19 02:59:45,Success,072386908460,GPay
TXN0000156,CUST00169,MER0096,cust00169@okhdfcbank,443.37,2025-05-10 00:50:07,Success,179048495717,Amazon Pay
TXN0000159,CUST01343,MER0024,cust01343@okhdfcbank,760.68,2025-05-17 15:28:14,SUCCESS,305626468673,BHIM
TXN0000161,CUST00160,MER0034,cust00160@okhdfcbank,2759.24,2025-04-26 06:44:49,success,344254027017,PhonePe
TXN0000164,CUST00865,MER0034,cust00865@okhdfcbank,425.23,2025-04-03 18:14:40,SUCCESS,017993687001,Paytm
TXN0000165,CUST00146,MER0059,cust00146@okhdfcbank,456.98,2025-03-16 09:14:06,success,641819098362,Amazon Pay
TXN0000167,CUST00642,MER0095,cust00642@okhdfcbank,726.45,2025-06-21 01:42:22,success,660156846333,Amazon Pay
TXN0000168,CUST00613,MER0036,cust00613@okhdfcbank,3829.14,2025-03-16 07:36:33,Success,375892066391,PhonePe
TXN0000169,CUST01585,MER0035,cust01585@okhdfcbank,310.59,2025-05-05 13:57:41,Success,272719690951,PhonePe
TXN0000172,CUST00337,MER0113,cust00337@okhdfcbank,274.46,2025-03-10 04:39:12,success,619798385195,Paytm
TXN0000173,CUST01480,MER0055,cust01480@okhdfcbank,569.72,2025-05-02 23:03:54,Success,948700995815,GPay
TXN0000174,CUST01533,MER0039,cust01533@okhdfcbank,191.54,2025-06-28 15:01:02,pending,564228632303,Amazon Pay
TXN0000176,CUST00445,MER0023,cust00445@okhdfcbank,225.83,2025-06-24 02:25:33,Success,790084322998,Paytm
TXN0000178,CUST01208,MER0099,cust01208@okhdfcbank,570.96,2025-03-10 06:16:29,success,225675120308,Amazon Pay
TXN0000180,CUST01621,MER0036,cust01621@okhdfcbank,1142.04,2025-02-18 02:46:05,Success,484211494805,GPay
TXN0000181,CUST00568,MER0022,cust00568@okhdfcbank,589.73,2025-02-18 04:32:31,SUCCESS,897809406910,Paytm
TXN0000182,CUST01134,MER0073,cust01134@okhdfcbank,1277.7,2025-06-01 06:15:42,FAILED,043956966700,BHIM
TXN0000185,CUST01061,MER0131,cust01061@okhdfcbank,,2025-02-06 15:09:23,Success,933418294129,Paytm
TXN0000189,CUST01307,MER0019,cust01307@okhdfcbank,1682.63,2025-04-13 13:59:36,Success,483247529906,Amazon Pay
TXN0000190,CUST01821,MER0004,cust01821@okhdfcbank,1519.19,2025-03-12 02:50:22,success,093796942135,PhonePe
TXN0000191,CUST01913,MER0082,cust01913@okhdfcbank,321.04,2025-01-26 15:05:05,success,502739146396,Paytm
TXN0000195,CUST01203,MER0018,cust01203@okhdfcbank,770.04,2025-01-03 16:16:55,SUCCESS,321168567941,PhonePe
TXN0000196,CUST00537,MER0056,cust00537@okhdfcbank,443.63,2025-01-08 17:36:23,SUCCESS,617213620399,PhonePe
TXN0000202,CUST00172,MER0080,cust00172@okhdfcbank,43.63,2025-01-16 08:16:01,success,321139111361,Amazon Pay
TXN0000203,CUST01048,MER0053,cust01048@okhdfcbank,117.03,2025-06-06 21:49:58,success,727814025959,PhonePe
TXN0000206,CUST01431,MER0112,cust01431@okhdfcbank,47.36,2025-05-22 17:51:09,Success,814428008098,GPay
TXN0000207,CUST01953,MER0062,cust01953@okhdfcbank,2423.22,2025-01-12 05:51:40,failed,827178888681,Amazon Pay
TXN0000209,CUST00238,MER0117,cust00238@okhdfcbank,1920.41,2025-04-29 21:30:35,success,032888606796,PhonePe
TXN0000210,CUST01247,MER0015,cust01247@okhdfcbank,203.17,2025-03-02 01:23:46,success,301850608245,Amazon Pay
TXN0000211,CUST01365,MER0045,cust01365@okhdfcbank,815.55,2025-01-24 04:38:41,Success,269395218231,BHIM
TXN0000214,CUST01604,MER0067,cust01604@okhdfcbank,390.02,2025-02-02 10:06:13,Pending,636391242228,Amazon Pay
TXN0000216,CUST01789,MER0069,cust01789@okhdfcbank,1483.55,2025-05-23 07:43:42,success,468243902273,PhonePe
TXN0000217,CUST01816,MER0031,cust01816@okhdfcbank,256.94,2025-05-30 19:07:32,Success,860815668121,BHIM
TXN0000223,CUST00754,MER0041,cust00754@okhdfcbank,449.72,2025-02-19 12:55:37,success,173476979253,GPay
TXN0000224,CUST01584,MER0027,cust01584@okhdfcbank,1188.54,2025-06-23 15:35:34,Success,327232619554,PhonePe
TXN0000225,CUST01176,MER0030,cust01176@okhdfcbank,508.48,2025-02-14 08:26:30,SUCCESS,447397724244,BHIM
TXN0000226,CUST01518,MER0131,cust01518@okhdfcbank,581.2,2025-01-01 11:58:12,Success,680283089453,Amazon Pay
TXN0000228,CUST00095,MER0121,cust00095@okhdfcbank,321.13,2025-03-12 16:15:12,Success,797500695476,GPay
TXN0000232,CUST00660,MER0064,cust00660@okhdfcbank,461.27,2025-03-22 19:53:46,PENDING,527865946654,BHIM
TXN0000234,CUST00160,MER0147,cust00160@okhdfcbank,324.04,2025-03-14 09:24:43,success,110448081381,PhonePe
TXN0000235,CUST00245,MER0129,cust00245@okhdfcbank,142.99,2025-05-11 17:55:30,SUCCESS,700378145273,Amazon Pay
TXN0000237,CUST01648,MER0133,cust01648@okhdfcbank,241.14,2025-01-09 22:02:33,Success,883358111656,Amazon Pay
TXN0000238,CUST01954,MER0103,cust01954@okhdfcbank,129.24,2025-01-14 09:13:13,FAILED,216241792657,Amazon Pay
TXN0000240,CUST01731,MER0080,cust01731@okhdfcbank,242.19,2025-03-05 13:19:58,PENDING,022531928931,Paytm
TXN0000244,CUST00623,MER0063,cust00623@okhdfcbank,86.35,2025-04-01 02:03:18,Failed,754501946632,PhonePe
TXN0000245,CUST00755,MER0127,cust00755@okhdfcbank,963.79,2025-05-31 00:38:19,SUCCESS,004000795154,BHIM
TXN0000247,CUST01845,MER0140,cust01845@okhdfcbank,185.55,2025-05-28 16:06:14,success,107001780875,BHIM
TXN0000251,CUST01303,MER0003,cust01303@okhdfcbank,551.33,2025-03-07 01:17:38,SUCCESS,176531910011,Paytm
TXN0000252,CUST00003,MER0097,cust00003@okhdfcbank,5387.7,2025-06-14 20:39:16,Success,852685617899,Amazon Pay
TXN0000254,CUST00421,MER0136,cust00421@okhdfcbank,194.19,2025-02-16 05:56:29,Success,229233980658,GPay
TXN0000255,CUST00860,MER0126,cust00860@okhdfcbank,148.85,2025-01-12 15:07:52,Success,690136564325,BHIM
TXN0000260,CUST01036,MER0035,cust01036@okhdfcbank,647.76,2025-05-04 17:38:25,SUCCESS,848294596917,GPay
TXN0000263,CUST00598,MER0067,cust00598@okhdfcbank,529.13,2025-06-15 05:32:43,SUCCESS,167576399971,PhonePe
TXN0000264,CUST00646,MER0101,cust00646@okhdfcbank,199.51,2025-05-17 01:37:04,Success,230279766420,GPay
TXN0000269,CUST00337,MER0116,cust00337@okhdfcbank,86.43,2025-04-01 11:58:27,Success,132788766120,Amazon Pay
TXN0000270,CUST00644,MER0105,cust00644@okhdfcbank,292.33,2025-01-24 10:40:26,success,302475468492,BHIM
TXN0000275,CUST01654,MER0078,cust01654@okhdfcbank,643.44,2025-06-10 11:14:27,Success,359741411692,PhonePe
TXN0000276,CUST01444,MER0011,cust01444@okhdfcbank,249.81,2025-02-11 18:04:10,SUCCESS,687968562619,Paytm
TXN0000282,CUST01533,MER0141,cust01533@okhdfcbank,604.53,2025-02-18 12:23:51,Pending,292125121192,GPay
TXN0000283,CUST00194,MER0119,cust00194@okhdfcbank,356.85,2025-01-20 18:55:21,success,011345425607,Paytm
TXN0000284,CUST01647,MER0036,cust01647@okhdfcbank,571.65,2025-01-24 14:00:47,Success,908040962059,GPay
TXN0000286,CUST00456,MER0034,cust00456@okhdfcbank,1053.54,2025-02-08 11:22:00,success,331499892510,Paytm
TXN0000287,CUST01687,MER0103,cust01687@okhdfcbank,181.84,2025-03-14 06:45:46,Success,181592977901,PhonePe
TXN0000288,CUST01406,MER0022,cust01406@okhdfcbank,268.92,2025-04-24 01:49:32,Success,705685229063,PhonePe
TXN0000289,CUST01201,MER0067,cust01201@okhdfcbank,942.75,2025-06-28 03:31:37,success,659332301819,BHIM
TXN0000291,CUST00405,MER0114,cust00405@okhdfcbank,2406.13,2025-06-07 03:36:18,Success,081868195045,PhonePe
TXN0000292,CUST00264,MER0024,cust00264@okhdfcbank,1416.29,2025-06-25 17:58:08,SUCCESS,184415716816,GPay
TXN0000294,CUST00088,MER0119,cust00088@okhdfcbank,105.53,2025-01-10 19:59:19,SUCCESS,948508716498,GPay
TXN0000295,CUST00345,MER0147,cust00345@okhdfcbank,2008.32,2025-03-26 02:39:18,SUCCESS,359316721281,PhonePe
TXN0000296,CUST01683,MER0102,cust01683@okhdfcbank,1940.49,2025-04-07 08:06:59,FAILED,175163300779,PhonePe
TXN0000298,CUST00725,MER0055,cust00725@okhdfcbank,1237.92,2025-06-26 09:00:16,SUCCESS,029412679413,PhonePe
TXN0000300,CUST01810,MER0039,cust01810@okhdfcbank,2211.17,2025-01-07 17:28:41,SUCCESS,498024385092,BHIM
TXN0000301,CUST01258,MER0063,cust01258@okhdfcbank,294.46,2025-05-06 16:32:09,failed,576834795693,Paytm
TXN0000302,CUST00605,MER0128,cust00605@okhdfcbank,3564.04,2025-03-22 00:01:22,SUCCESS,532072808311,GPay
TXN0000303,CUST01808,MER0141,cust01808@okhdfcbank,1081.52,2025-04-04 00:26:45,SUCCESS,680796732732,Paytm
TXN0000307,CUST00040,MER0098,cust00040@okhdfcbank,186.93,2025-06-01 19:59:29,Success,732322050065,Paytm
TXN0000308,CUST01461,MER0092,cust01461@okhdfcbank,1145.95,2025-04-04 03:29:29,failed,569662326219,Amazon Pay
TXN0000310,CUST01159,MER0129,cust01159@okhdfcbank,5415.52,2025-03-04 10:47:06,SUCCESS,233205345388,Paytm
TXN0000311,CUST00796,MER0070,cust00796@okhdfcbank,797.95,2025-02-04 22:00:09,Success,826678278534,BHIM
TXN0000312,CUST00054,MER0082,cust00054@okhdfcbank,1016.47,2025-04-26 22:45:50,Success,640049104576,Amazon Pay
TXN0000313,CUST00449,MER0008,cust00449@okhdfcbank,307.71,2025-06-23 22:33:59,SUCCESS,219883435800,GPay
TXN0000317,CUST00206,MER0064,cust00206@okhdfcbank,586.7,2025-05-08 13:12:36,SUCCESS,451220600686,PhonePe
TXN0000318,CUST00494,MER0069,cust00494@okhdfcbank,346.43,2025-04-14 15:10:25,Success,807129297308,Amazon Pay
TXN0000319,CUST01672,MER0015,cust01672@okhdfcbank,524.76,2025-05-29 08:43:47,success,178769310610,PhonePe
TXN0000320,CUST01942,MER0057,cust01942@okhdfcbank,338.56,2025-04-22 18:55:10,Pending,357065983359,Amazon Pay
TXN0000321,CUST01734,MER0100,cust01734@okhdfcbank,337.06,2025-03-10 21:30:33,success,203012965586,BHIM
TXN0000324,CUST01212,MER0008,cust01212@okhdfcbank,697.2,2025-05-17 14:19:40,success,436558151100,Paytm
TXN0000329,CUST00185,MER0015,cust00185@okhdfcbank,3964.08,2025-02-15 04:06:12,Failed,375120223077,Amazon Pay
TXN0000330,CUST01233,MER0057,cust01233@okhdfcbank,49.94,2025-01-04 20:52:16,SUCCESS,735246755032,PhonePe
TXN0000331,CUST01079,MER0123,cust01079@okhdfcbank,1079.62,2025-01-01 03:11:07,success,642596562312,GPay
TXN0000333,CUST00268,MER0088,cust00268@okhdfcbank,846.9,2025-05-20 05:10:17,failed,187756747699,Paytm
TXN0000334,CUST00364,MER0083,cust00364@okhdfcbank,587.7,2025-01-12 13:33:03,failed,715438729165,Amazon Pay
TXN0000335,CUST00045,MER0038,cust00045@okhdfcbank,854.64,2025-04-24 21:47:48,success,077336096002,GPay
TXN0000336,CUST01444,MER0037,cust01444@okhdfcbank,1174.0,2025-05-31 08:48:34,success,417818648047,GPay
TXN0000339,CUST01930,MER0102,cust01930@okhdfcbank,410.22,2025-04-24 19:02:08,success,199927539804,Amazon Pay
TXN0000340,CUST00207,MER0087,cust00207@okhdfcbank,165.05,2025-02-28 14:19:39,SUCCESS,993893278463,PhonePe
TXN0000341,CUST00661,MER0035,cust00661@okhdfcbank,1009.46,2025-01-31 14:01:16,Success,729720210396,GPay
TXN0000342,CUST01500,MER0112,cust01500@okhdfcbank,280.24,2025-06-03 18:15:13,success,014612796966,Paytm
TXN0000343,CUST01310,MER0125,cust01310@okhdfcbank,110.18,2025-05-07 01:23:57,success,003999738206,GPay
TXN0000344,CUST00650,MER0045,cust00650@okhdfcbank,287.4,2025-05-18 07:42:40,Success,389616556761,BHIM
TXN0000345,CUST01984,MER0144,cust01984@okhdfcbank,221.65,2025-05-15 16:13:32,Success,560929414194,GPay
TXN0000348,CUST00629,MER0076,cust00629@okhdfcbank,1963.3,2025-01-25 17:29:11,Success,085190485668,PhonePe
TXN0000349,CUST00364,MER0001,cust00364@okhdfcbank,253.01,2025-05-17 07:35:47,Success,382425382961,BHIM
TXN0000351,CUST00373,MER0082,cust00373@okhdfcbank,8430.6,2025-06-28 20:20:57,SUCCESS,518181093530,Paytm
TXN0000354,CUST00289,MER0085,cust00289@okhdfcbank,985.86,2025-05-25 17:33:06,Success,407603356422,GPay
TXN0000355,CUST00160,MER0061,cust00160@okhdfcbank,118.86,2025-03-09 08:15:08,success,220134274545,GPay
TXN0000357,CUST01973,MER0023,cust01973@okhdfcbank,669.45,2025-06-09 13:13:17,Success,779709028824,Amazon Pay
TXN0000361,CUST01612,MER0028,cust01612@okhdfcbank,186.34,2025-05-20 21:22:14,SUCCESS,151133506514,Amazon Pay
TXN0000363,CUST01501,MER0108,cust01501@okhdfcbank,552.34,2025-02-02 07:11:35,SUCCESS,299837336020,BHIM
TXN0000364,CUST01812,MER0106,cust01812@okhdfcbank,144.99,2025-04-06 17:55:43,SUCCESS,928414092259,PhonePe
TXN0000366,CUST01119,MER0097,cust01119@okhdfcbank,373.11,2025-01-20 16:41:28,SUCCESS,500393733902,Paytm
TXN0000369,CUST01553,MER0058,cust01553@okhdfcbank,438.69,2025-02-01 14:02:03,Success,456034686454,Amazon Pay
TXN0000370,CUST00925,MER0019,cust00925@okhdfcbank,287.77,2025-06-05 04:30:59,SUCCESS,546255859491,GPay
TXN0000371,CUST01733,MER0009,cust01733@okhdfcbank,811.8,2025-02-27 06:22:25,SUCCESS,206920455060,Amazon Pay
TXN0000372,CUST00042,MER0082,cust00042@okhdfcbank,292.4,2025-02-20 16:56:35,Success,728000232364,Paytm
TXN0000373,CUST01950,MER0027,cust01950@okhdfcbank,157.74,2025-01-15 09:47:56,success,321163518160,Paytm
TXN0000375,CUST00330,MER0020,cust00330@okhdfcbank,365.26,2025-04-17 05:25:13,FAILED,956536853113,GPay
TXN0000376,CUST01929,MER0024,cust01929@okhdfcbank,272.53,2025-03-07 14:57:49,SUCCESS,149040119204,BHIM
TXN0000378,CUST00064,MER0111,cust00064@okhdfcbank,1611.14,2025-05-07 22:09:38,SUCCESS,872658469539,PhonePe
TXN0000380,CUST00110,MER0026,cust00110@okhdfcbank,158.52,2025-03-06 07:00:45,failed,598451747319,GPay
TXN0000381,CUST00421,MER0049,cust00421@okhdfcbank,310.41,2025-03-21 11:22:56,SUCCESS,955146376655,BHIM
TXN0000387,CUST00876,MER0023,cust00876@okhdfcbank,729.33,2025-02-27 04:41:59,success,986884009262,PhonePe
TXN0000388,CUST01688,MER0123,cust01688@okhdfcbank,60.72,2025-02-08 18:33:07,SUCCESS,505359793003,Paytm
TXN0000392,CUST01608,MER0102,cust01608@okhdfcbank,576.13,2025-04-02 10:45:36,Failed,508305856970,GPay
TXN0000393,CUST01002,MER0068,cust01002@okhdfcbank,1955.16,2025-01-18 16:43:43,success,385088813953,PhonePe
TXN0000395,CUST01814,MER0098,cust01814@okhdfcbank,1219.6,2025-03-13 17:32:11,SUCCESS,185621687114,BHIM
TXN0000398,CUST00540,MER0058,cust00540@okhdfcbank,696.41,2025-06-12 13:04:11,SUCCESS,721336732224,BHIM
